indice,num_patrones_cargar,rango_fecha,numero_puntos,tamano_ventana,divisiones,numero_ventanas_exploradas,total_aceptados_findCommon,numero_encontrados_total,porcentaje_aceptacion_findCommon,porcentaje_aceptacion_tendency,tiempo
81,10,1 años (365),250,240,"[1, 2, 3]",60,52,5,86.7,9.6,15.08
82,10,1 años (365),250,240,"[1, 2, 3, 4]",60,52,3,86.7,5.8,15.61
83,10,1 años y 5 meses (515),354,20,"[1, 2]",1210,1210,17,100.0,1.4,238.61
84,10,1 años y 5 meses (515),354,40,"[1, 2]",593,589,19,99.3,3.2,102.99
85,10,1 años y 5 meses (515),354,40,"[1, 2, 3]",646,642,13,99.4,2.0,109.68
86,10,1 años y 5 meses (515),354,80,"[1, 2]",286,276,19,96.5,6.9,47.56
87,10,1 años y 5 meses (515),354,80,"[1, 2, 3]",320,306,24,95.6,7.8,56.3
88,10,1 años y 5 meses (515),354,90,"[1, 2]",254,243,11,95.7,4.5,41.88
89,10,1 años y 5 meses (515),354,90,"[1, 2, 3]",293,271,21,92.5,7.7,49.97
90,10,1 años y 5 meses (515),354,100,"[1, 2, 3]",247,233,21,94.3,9.0,44.82
91,10,1 años y 5 meses (515),354,100,"[1, 2, 3, 4]",264,252,20,95.5,7.9,50.05
92,10,1 años y 5 meses (515),354,120,"[1, 2, 3]",223,193,14,86.5,7.3,41.93
93,10,1 años y 5 meses (515),354,120,"[1, 2, 3, 4]",234,202,16,86.3,7.9,46.04
94,10,1 años y 5 meses (515),354,140,"[1, 2, 3]",192,161,9,83.9,5.6,37.18
95,10,1 años y 5 meses (515),354,140,"[1, 2, 3, 4]",201,172,14,85.6,8.1,40.56
96,10,1 años y 5 meses (515),354,160,"[1, 2, 3]",167,127,14,76.0,11.0,32.75
97,10,1 años y 5 meses (515),354,160,"[1, 2, 3, 4]",177,137,12,77.4,8.8,35.88
98,10,1 años y 5 meses (515),354,180,"[1, 2, 3]",138,97,7,70.3,7.2,27.08
99,10,1 años y 5 meses (515),354,180,"[1, 2, 3, 4]",156,111,13,71.2,11.7,31.72
100,10,1 años y 5 meses (515),354,200,"[1, 2, 3]",137,92,11,67.2,12.0,27.43
101,10,1 años y 5 meses (515),354,200,"[1, 2, 3, 4]",145,99,11,68.3,11.1,30.3
102,10,1 años y 5 meses (515),354,220,"[1, 2, 3]",120,72,6,60.0,8.3,22.01
103,10,1 años y 5 meses (515),354,220,"[1, 2, 3, 4]",125,75,7,60.0,9.3,24.25
104,10,1 años y 5 meses (515),354,240,"[1, 2, 3]",125,65,6,52.0,9.2,24.48
105,10,1 años y 5 meses (515),354,240,"[1, 2, 3, 4]",128,69,4,53.9,5.8,24.83
106,10,1 años y 5 meses (515),354,260,"[1, 2, 3]",111,60,6,54.1,10.0,21.4
107,10,1 años y 5 meses (515),354,260,"[1, 2, 3, 4]",120,71,11,59.2,15.5,23.76
108,10,1 años y 5 meses (515),354,280,"[1, 2, 3]",95,49,4,51.6,8.2,19.0
109,10,1 años y 5 meses (515),354,280,"[1, 2, 3, 4]",108,61,5,56.5,8.2,22.27
110,10,1 años y 5 meses (515),354,300,"[1, 2, 3]",100,48,7,48.0,14.6,20.08
111,10,1 años y 5 meses (515),354,300,"[1, 2, 3, 4]",100,48,9,48.0,18.8,21.35
112,10,1 años y 5 meses (515),354,340,"[1, 2, 3]",60,35,4,58.3,11.4,12.37
113,10,1 años y 5 meses (515),354,340,"[1, 2, 3, 4]",60,35,3,58.3,8.6,13.39
114,10,2 años (730),501,20,"[1, 2]",1700,1700,27,100.0,1.6,282.95
115,10,2 años (730),501,40,"[1, 2]",843,839,36,99.5,4.3,143.79
116,10,2 años (730),501,40,"[1, 2, 3]",945,941,24,99.6,2.6,167.12
117,10,2 años (730),501,80,"[1, 2]",429,419,35,97.7,8.4,75.83
118,10,2 años (730),501,80,"[1, 2, 3]",466,452,33,97.0,7.3,86.58
119,10,2 años (730),501,90,"[1, 2]",406,395,27,97.3,6.8,68.67
120,10,2 años (730),501,90,"[1, 2, 3]",425,403,31,94.8,7.7,75.3
121,10,2 años (730),501,100,"[1, 2, 3]",371,357,33,96.2,9.2,66.38
122,10,2 años (730),501,100,"[1, 2, 3, 4]",374,362,33,96.8,9.1,74.14
123,10,2 años (730),501,120,"[1, 2, 3]",319,288,31,90.3,10.8,60.66
124,10,2 años (730),501,120,"[1, 2, 3, 4]",334,302,27,90.4,8.9,67.16
125,10,2 años (730),501,140,"[1, 2, 3]",283,246,19,86.9,7.7,55.33
126,10,2 años (730),501,140,"[1, 2, 3, 4]",293,256,24,87.4,9.4,60.13
127,10,2 años (730),501,160,"[1, 2, 3]",255,198,23,77.6,11.6,50.78
128,10,2 años (730),501,160,"[1, 2, 3, 4]",269,217,24,80.7,11.1,56.52
129,10,2 años (730),501,180,"[1, 2, 3]",238,174,13,73.1,7.5,48.21
130,10,2 años (730),501,180,"[1, 2, 3, 4]",254,189,21,74.4,11.1,51.66
131,10,2 años (730),501,200,"[1, 2, 3]",224,151,16,67.4,10.6,46.24
132,10,2 años (730),501,200,"[1, 2, 3, 4]",229,155,20,67.7,12.9,47.5
133,10,2 años (730),501,220,"[1, 2, 3]",195,116,12,59.5,10.3,38.37
134,10,2 años (730),501,220,"[1, 2, 3, 4]",211,126,15,59.7,11.9,41.41
135,10,2 años (730),501,240,"[1, 2, 3]",191,102,13,53.4,12.7,2017.39
136,10,2 años (730),501,240,"[1, 2, 3, 4]",207,109,9,52.7,8.3,36.14
137,10,2 años (730),501,260,"[1, 2, 3]",158,78,9,49.4,11.5,28.79
138,10,2 años (730),501,260,"[1, 2, 3, 4]",173,103,16,59.5,15.5,36.3
139,10,2 años (730),501,280,"[1, 2, 3]",153,76,6,49.7,7.9,27.99
140,10,2 años (730),501,280,"[1, 2, 3, 4]",167,93,8,55.7,8.6,31.79
141,10,2 años (730),501,300,"[1, 2, 3]",159,69,9,43.4,13.0,29.36
142,10,2 años (730),501,300,"[1, 2, 3, 4]",158,70,11,44.3,15.7,30.15
143,10,2 años (730),501,340,"[1, 2, 3]",163,59,6,36.2,10.2,30.71
144,10,2 años (730),501,340,"[1, 2, 3, 4]",163,55,4,33.7,7.3,32.15
145,10,2 años (730),501,380,"[1, 2, 3, 4]",147,50,6,34.0,12.0,30.65
146,10,2 años (730),501,400,"[1, 2, 3, 4]",145,40,8,27.6,20.0,29.01
147,10,2 años (730),501,450,"[1, 2, 3, 4]",99,26,4,26.3,15.4,19.16
148,10,3 años (1095),753,40,"[1, 2, 3]",1435,1430,56,99.7,3.9,253.97
149,10,3 años (1095),753,80,"[1, 2, 3]",726,711,59,97.9,8.3,134.14
150,10,3 años (1095),753,90,"[1, 2, 3]",635,619,62,97.5,10.0,114.64
151,10,3 años (1095),753,100,"[1, 2, 3]",573,556,44,97.0,7.9,105.15
152,10,3 años (1095),753,100,"[1, 2, 3, 4]",614,593,46,96.6,7.8,120.4
153,10,3 años (1095),753,100,"[1, 2, 3, 4, 5]",609,589,50,96.7,8.5,134.38
154,10,3 años (1095),753,120,"[1, 2, 3]",505,470,43,93.1,9.1,102.76
155,10,3 años (1095),753,120,"[1, 2, 3, 4]",511,475,56,93.0,11.8,103.86
156,10,3 años (1095),753,120,"[1, 2, 3, 4, 5]",534,497,48,93.1,9.7,113.06
157,10,3 años (1095),753,140,"[1, 2, 3]",444,395,36,89.0,9.1,89.39
158,10,3 años (1095),753,140,"[1, 2, 3, 4]",449,403,47,89.8,11.7,94.2
159,10,3 años (1095),753,140,"[1, 2, 3, 4, 5]",468,418,42,89.3,10.0,103.84
160,10,3 años (1095),753,160,"[1, 2, 3]",404,334,30,82.7,9.0,81.9
161,10,3 años (1095),753,160,"[1, 2, 3, 4]",405,330,33,81.5,10.0,85.02
162,10,3 años (1095),753,160,"[1, 2, 3, 4, 5]",437,360,38,82.4,10.6,98.29
163,10,3 años (1095),753,180,"[1, 2, 3]",371,280,31,75.5,11.1,74.22
164,10,3 años (1095),753,180,"[1, 2, 3, 4]",396,292,33,73.7,11.3,84.25
165,10,3 años (1095),753,180,"[1, 2, 3, 4, 5]",393,299,35,76.1,11.7,88.02
166,10,3 años (1095),753,200,"[1, 2, 3]",362,243,23,67.1,9.5,74.03
167,10,3 años (1095),753,200,"[1, 2, 3, 4]",374,249,18,66.6,7.2,80.38
168,10,3 años (1095),753,200,"[1, 2, 3, 4, 5]",374,258,29,69.0,11.2,85.94
169,10,3 años (1095),753,220,"[1, 2, 3]",333,224,23,67.3,10.3,67.98
170,10,3 años (1095),753,220,"[1, 2, 3, 4]",346,224,27,64.7,12.1,72.44
171,10,3 años (1095),753,220,"[1, 2, 3, 4, 5]",376,241,31,64.1,12.9,84.06
172,10,3 años (1095),753,240,"[1, 2, 3]",321,194,23,60.4,11.9,63.52
173,10,3 años (1095),753,240,"[1, 2, 3, 4]",312,202,21,64.7,10.4,67.47
174,10,3 años (1095),753,240,"[1, 2, 3, 4, 5]",328,199,20,60.7,10.1,72.9
175,10,3 años (1095),753,260,"[1, 2, 3]",293,157,19,53.6,12.1,59.13
176,10,3 años (1095),753,260,"[1, 2, 3, 4]",322,176,21,54.7,11.9,68.11
177,10,3 años (1095),753,260,"[1, 2, 3, 4, 5]",320,178,26,55.6,14.6,73.81
178,10,3 años (1095),753,280,"[1, 2, 3]",313,154,17,49.2,11.0,64.29
179,10,3 años (1095),753,280,"[1, 2, 3, 4]",308,157,10,51.0,6.4,79.51
180,10,3 años (1095),753,280,"[1, 2, 3, 4, 5]",309,164,16,53.1,9.8,89.31
181,10,3 años (1095),753,300,"[1, 2, 3]",312,144,14,46.2,9.7,87.94
182,10,3 años (1095),753,300,"[1, 2, 3, 4]",309,142,14,46.0,9.9,83.85
183,10,3 años (1095),753,300,"[1, 2, 3, 4, 5]",318,151,19,47.5,12.6,126.6
184,10,3 años (1095),753,340,"[1, 2, 3]",286,108,8,37.8,7.4,78.87
185,10,3 años (1095),753,340,"[1, 2, 3, 4]",300,113,14,37.7,12.4,83.59
186,10,3 años (1095),753,340,"[1, 2, 3, 4, 5]",318,116,14,36.5,12.1,89.22
187,10,3 años (1095),753,380,"[1, 2, 3, 4]",315,89,13,28.3,14.6,77.77
188,10,3 años (1095),753,380,"[1, 2, 3, 4, 5]",319,99,13,31.0,13.1,91.37
189,10,3 años (1095),753,400,"[1, 2, 3, 4]",351,80,11,22.8,13.8,94.54
190,10,3 años (1095),753,400,"[1, 2, 3, 4, 5]",348,80,10,23.0,12.5,99.57
191,10,3 años (1095),753,450,"[1, 2, 3, 4]",392,54,7,13.8,13.0,95.18
192,10,3 años (1095),753,450,"[1, 2, 3, 4, 5]",410,55,10,13.4,18.2,103.12
193,10,3 años (1095),753,500,"[1, 2, 3, 4]",453,29,4,6.4,13.8,112.48
194,10,3 años (1095),753,500,"[1, 2, 3, 4, 5]",457,30,2,6.6,6.7,116.0
195,10,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4]",1275,1224,104,96.0,8.5,337.89
196,10,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5]",1329,1278,96,96.2,7.5,274.65
197,10,6 años y 1 días (2191),1509,100,"[1, 2, 3, 4, 5, 6]",1379,1326,83,96.2,6.3,391.67
198,10,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4]",1101,1025,116,93.1,11.3,304.14
199,10,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5]",1134,1053,91,92.9,8.6,324.8
200,10,6 años y 1 días (2191),1509,120,"[1, 2, 3, 4, 5, 6]",1157,1082,100,93.5,9.2,357.47
201,10,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4]",952,841,80,88.3,9.5,266.02
202,10,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5]",979,879,96,89.8,10.9,295.99
203,10,6 años y 1 días (2191),1509,140,"[1, 2, 3, 4, 5, 6]",1018,921,84,90.5,9.1,325.48
204,10,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4]",919,755,87,82.2,11.5,267.64
205,10,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5]",931,763,84,82.0,11.0,285.25
206,10,6 años y 1 días (2191),1509,160,"[1, 2, 3, 4, 5, 6]",983,815,63,82.9,7.7,323.82
207,10,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4]",834,632,84,75.8,13.3,240.1
208,10,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5]",860,656,72,76.3,11.0,265.1
209,10,6 años y 1 días (2191),1509,180,"[1, 2, 3, 4, 5, 6]",889,665,70,74.8,10.5,283.02
210,10,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4]",792,546,74,68.9,13.6,357.38
211,10,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5]",828,588,73,71.0,12.4,192.03
212,10,6 años y 1 días (2191),1509,200,"[1, 2, 3, 4, 5, 6]",852,604,67,70.9,11.1,209.96
213,10,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4]",776,489,53,63.0,10.8,169.16
214,10,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5]",812,512,68,63.1,13.3,191.05
215,10,6 años y 1 días (2191),1509,220,"[1, 2, 3, 4, 5, 6]",828,526,68,63.5,12.9,198.41
216,10,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4]",797,446,49,56.0,11.0,171.63
217,10,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5]",794,447,59,56.3,13.2,176.41
218,10,6 años y 1 días (2191),1509,240,"[1, 2, 3, 4, 5, 6]",798,464,62,58.1,13.4,192.88
219,10,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4]",744,390,53,52.4,13.6,166.84
220,10,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5]",776,416,55,53.6,13.2,176.3
221,10,6 años y 1 días (2191),1509,260,"[1, 2, 3, 4, 5, 6]",771,435,62,56.4,14.3,189.56
222,10,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4]",743,354,34,47.6,9.6,161.53
223,10,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5]",729,365,41,50.1,11.2,164.23
224,10,6 años y 1 días (2191),1509,280,"[1, 2, 3, 4, 5, 6]",771,394,47,51.1,11.9,190.11
225,10,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4]",753,325,35,43.2,10.8,164.96
226,10,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5]",801,326,37,40.7,11.3,184.19
227,10,6 años y 1 días (2191),1509,300,"[1, 2, 3, 4, 5, 6]",812,348,46,42.9,13.2,195.41
228,10,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4]",775,267,34,34.5,12.7,176.07
229,10,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5]",820,273,29,33.3,10.6,188.79
230,10,6 años y 1 días (2191),1509,340,"[1, 2, 3, 4, 5, 6]",813,276,33,33.9,12.0,237.11
231,10,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4]",854,223,25,26.1,11.2,218.33
232,10,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5]",807,235,22,29.1,9.4,217.16
233,10,6 años y 1 días (2191),1509,380,"[1, 2, 3, 4, 5, 6]",852,246,28,28.9,11.4,241.5
234,10,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4]",849,204,24,24.0,11.8,223.58
235,10,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5]",881,204,24,23.2,11.8,245.13
236,10,6 años y 1 días (2191),1509,400,"[1, 2, 3, 4, 5, 6]",890,218,24,24.5,11.0,246.24
237,10,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4]",940,161,16,17.1,9.9,235.06
238,10,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5]",971,173,24,17.8,13.9,249.43
239,10,6 años y 1 días (2191),1509,450,"[1, 2, 3, 4, 5, 6]",1043,172,17,16.5,9.9,271.54
240,10,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4]",1134,126,13,11.1,10.3,294.77
241,10,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5]",1208,128,13,10.6,10.2,307.58
242,10,6 años y 1 días (2191),1509,500,"[1, 2, 3, 4, 5, 6]",1143,132,15,11.5,11.4,299.9
243,10,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4]",1298,1158,133,89.2,11.5,359.63
244,10,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5]",1310,1184,124,90.4,10.5,394.57
245,10,8 años y 2 días (2922),2012,140,"[1, 2, 3, 4, 5, 6]",1392,1250,115,89.8,9.2,447.52
246,10,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4]",1202,998,107,83.0,10.7,337.05
247,10,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5]",1241,1035,120,83.4,11.6,385.05
248,10,8 años y 2 días (2922),2012,160,"[1, 2, 3, 4, 5, 6]",1260,1059,102,84.0,9.6,409.67
249,10,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4]",1141,849,102,74.4,12.0,321.78
250,10,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5]",1191,887,94,74.5,10.6,359.33
251,10,8 años y 2 días (2922),2012,180,"[1, 2, 3, 4, 5, 6]",1217,922,110,75.8,11.9,404.99
252,10,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4]",1115,748,89,67.1,11.9,338.42
253,10,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5]",1146,774,89,67.5,11.5,373.15
254,10,8 años y 2 días (2922),2012,200,"[1, 2, 3, 4, 5, 6]",1177,809,98,68.7,12.1,393.63
255,10,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4]",1092,672,85,61.5,12.6,306.37
256,10,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5]",1112,703,87,63.2,12.4,337.29
257,10,8 años y 2 días (2922),2012,220,"[1, 2, 3, 4, 5, 6]",1162,741,94,63.8,12.7,374.08
258,10,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4]",1104,602,74,54.5,12.3,315.59
259,10,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5]",1121,628,81,56.0,12.9,338.19
260,10,8 años y 2 días (2922),2012,240,"[1, 2, 3, 4, 5, 6]",1158,622,83,53.7,13.3,333.82
261,10,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4]",1076,534,51,49.6,9.6,264.62
262,10,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5]",1106,578,66,52.3,11.4,314.75
263,10,8 años y 2 días (2922),2012,260,"[1, 2, 3, 4, 5, 6]",1121,585,72,52.2,12.3,358.43
264,10,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4]",1021,494,48,48.4,9.7,289.03
265,10,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5]",1037,502,66,48.4,13.1,322.04
266,10,8 años y 2 días (2922),2012,280,"[1, 2, 3, 4, 5, 6]",1103,540,72,49.0,13.3,354.78
267,10,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4]",1082,449,48,41.5,10.7,314.59
268,10,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5]",1061,457,62,43.1,13.6,331.23
269,10,8 años y 2 días (2922),2012,300,"[1, 2, 3, 4, 5, 6]",1113,488,52,43.8,10.7,350.96
270,10,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4]",1120,391,42,34.9,10.7,332.46
271,10,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4, 5]",1086,397,46,36.6,11.6,337.35
272,10,8 años y 2 días (2922),2012,340,"[1, 2, 3, 4, 5, 6]",1085,410,59,37.8,14.4,347.11
273,10,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4]",1095,321,37,29.3,11.5,334.02
274,10,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4, 5]",1177,339,41,28.8,12.1,354.03
275,10,8 años y 2 días (2922),2012,380,"[1, 2, 3, 4, 5, 6]",1215,360,43,29.6,11.9,376.54
276,10,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4]",1203,290,40,24.1,13.8,358.04
277,10,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4, 5]",1229,305,42,24.8,13.8,376.57
278,10,8 años y 2 días (2922),2012,400,"[1, 2, 3, 4, 5, 6]",1303,319,43,24.5,13.5,404.31
279,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4]",1364,235,23,17.2,9.8,389.5
280,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5]",1367,242,32,17.7,13.2,393.55
281,10,8 años y 2 días (2922),2012,450,"[1, 2, 3, 4, 5, 6]",1434,242,24,16.9,9.9,439.61
282,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4]",1532,185,25,12.1,13.5,442.32
283,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5]",1617,191,21,11.8,11.0,472.61
284,10,8 años y 2 días (2922),2012,500,"[1, 2, 3, 4, 5, 6]",1656,191,19,11.5,9.9,469.15
285,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4]",1413,972,120,68.8,12.3,450.66
286,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5]",1449,987,105,68.1,10.6,471.73
287,10,10 años y 2 días (3652),2516,200,"[1, 2, 3, 4, 5, 6]",1477,1016,114,68.8,11.2,532.02
288,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4]",1386,862,95,62.2,11.0,414.58
289,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5]",1420,887,114,62.5,12.9,466.01
290,10,10 años y 2 días (3652),2516,220,"[1, 2, 3, 4, 5, 6]",1451,925,128,63.7,13.8,498.05
291,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4]",1418,793,85,55.9,10.7,440.58
292,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5]",1407,799,97,56.8,12.1,450.73
293,10,10 años y 2 días (3652),2516,240,"[1, 2, 3, 4, 5, 6]",1415,799,103,56.5,12.9,492.34
294,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4]",1374,687,77,50.0,11.2,434.14
295,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5]",1396,707,84,50.6,11.9,446.73
296,10,10 años y 2 días (3652),2516,260,"[1, 2, 3, 4, 5, 6]",1400,730,91,52.1,12.5,490.14
297,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4]",1329,623,65,46.9,10.4,424.61
298,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5]",1367,649,91,47.5,14.0,449.1
299,10,10 años y 2 días (3652),2516,280,"[1, 2, 3, 4, 5, 6]",1396,692,97,49.6,14.0,467.33
300,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4]",1381,566,62,41.0,11.0,433.73
301,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5]",1405,603,73,42.9,12.1,472.52
302,10,10 años y 2 días (3652),2516,300,"[1, 2, 3, 4, 5, 6]",1442,615,71,42.6,11.5,498.7
303,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4]",1435,480,55,33.4,11.5,462.74
304,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5]",1495,498,67,33.3,13.5,506.83
305,10,10 años y 2 días (3652),2516,340,"[1, 2, 3, 4, 5, 6]",1463,531,71,36.3,13.4,514.45
306,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4]",1587,402,46,25.3,11.4,494.92
307,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5]",1565,428,58,27.3,13.6,499.32
308,10,10 años y 2 días (3652),2516,380,"[1, 2, 3, 4, 5, 6]",1589,439,59,27.6,13.4,528.78
309,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4]",1657,366,48,22.1,13.1,519.27
310,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5]",1696,384,48,22.6,12.5,550.99
311,10,10 años y 2 días (3652),2516,400,"[1, 2, 3, 4, 5, 6]",1765,393,56,22.3,14.2,6204.21
312,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4]",1862,301,33,16.2,11.0,491.17
313,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5]",1952,320,38,16.4,11.9,545.08
314,10,10 años y 2 días (3652),2516,450,"[1, 2, 3, 4, 5, 6]",1960,319,35,16.3,11.0,554.7
315,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4]",2161,225,26,10.4,11.6,619.95
316,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5]",2251,237,28,10.5,11.8,623.78
317,10,10 años y 2 días (3652),2516,500,"[1, 2, 3, 4, 5, 6]",2220,249,33,11.2,13.3,670.29
318,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4]",1961,866,93,44.2,10.7,589.92
319,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5]",2067,897,93,43.4,10.4,628.49
320,10,15 años y 3 días (5478),3774,300,"[1, 2, 3, 4, 5, 6]",2077,938,114,45.2,12.2,655.85
321,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4]",2118,742,88,35.0,11.9,649.46
322,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5]",2190,773,91,35.3,11.8,662.77
323,10,15 años y 3 días (5478),3774,340,"[1, 2, 3, 4, 5, 6]",2243,817,103,36.4,12.6,722.81
324,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4]",2419,628,75,26.0,11.9,711.95
325,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5]",2467,655,71,26.6,10.8,756.83
326,10,15 años y 3 días (5478),3774,380,"[1, 2, 3, 4, 5, 6]",2496,687,86,27.5,12.5,795.14
327,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4]",2590,582,75,22.5,12.9,792.55
328,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5]",2645,604,77,22.8,12.7,834.52
329,10,15 años y 3 días (5478),3774,400,"[1, 2, 3, 4, 5, 6]",2695,624,91,23.2,14.6,854.03
330,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4]",2920,455,53,15.6,11.6,875.99
331,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5]",2976,481,53,16.2,11.0,870.4
332,10,15 años y 3 días (5478),3774,450,"[1, 2, 3, 4, 5, 6]",3034,478,64,15.8,13.4,947.45
333,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4]",3461,346,52,10.0,15.0,1039.66
334,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5]",3598,363,50,10.1,13.8,1124.94
335,10,15 años y 3 días (5478),3774,500,"[1, 2, 3, 4, 5, 6]",3738,376,43,10.1,11.4,11654.84
336,15,9 días (9),7,5,[1],60,60,0,100.0,0.0,11.83
337,15,17 días (17),12,5,[1],120,120,0,100.0,0.0,17.03
338,15,17 días (17),12,10,[1],60,60,1,100.0,1.7,8.91
339,15,1 meses y 4 días (34),22,5,[1],240,240,0,100.0,0.0,29.33
340,15,1 meses y 4 días (34),22,10,[1],120,120,2,100.0,1.7,12.67
341,15,1 meses y 4 días (34),22,10,"[1, 2]",122,122,2,100.0,1.6,13.5
342,15,1 meses y 4 días (34),22,20,[1],60,60,1,100.0,1.7,7.15
343,15,1 meses y 4 días (34),22,20,"[1, 2]",60,60,1,100.0,1.7,7.24
344,15,2 meses (60),42,5,[1],480,480,0,100.0,0.0,57.09
345,15,2 meses (60),42,10,[1],240,240,3,100.0,1.2,25.92
346,15,2 meses (60),42,10,"[1, 2]",253,253,4,100.0,1.6,27.57
347,15,2 meses (60),42,20,[1],120,120,3,100.0,2.5,13.72
348,15,2 meses (60),42,20,"[1, 2]",124,124,2,100.0,1.6,15.06
